recipe_id,quantity,ingredient,failed
208788,3⁄4,cup   uncooked oats,NA
208788,1,cup   chopped pecans,NA
185475,1⁄2,cup    sugar,NA
185475,1⁄2,cup    brown sugar,NA
185475,1⁄3,cup    butter,NA
185475,1⁄3,cup    shortening,NA
185475,1,egg,NA
185475,1,teaspoon    vanilla,NA
185475,1 1⁄2,cups    flour,NA
185475,1⁄2,teaspoon    baking soda,NA
185475,1⁄2,teaspoon    salt,NA
185475,3⁄4,cup    dried cherries,NA
185475,6,ounces    chocolate chips,NA
301364,1,(16 1/2  ounce) package   refrigerated chocolate chip cookie dough,NA
301364,1,"(8   ounce) package   cream cheese, softened",NA
301364,1,cup    powdered sugar,NA
301364,1,"(12   ounce) carton   frozen whipped topping, thawed, divided",NA
301364,3,cups   cold milk,NA
301364,1,(4   ounce) package   instant chocolate pudding mix,NA
301364,1,(3 1/2  ounce) package   vanilla instant pudding mix,NA
301364,,chopped nuts (optional),NA
301364,,chocolate curls (optional),NA
356866,1,tablespoon    white sugar,NA
356866,1,tablespoon    brown sugar,NA
356866,1,tablespoon    butter or 1   tablespoon    margarine,NA
356866,1,tablespoon    water,NA
356866,1⁄8,teaspoon    vanilla,NA
356866,1,pinch    salt,NA
356866,1,pinch    baking soda,NA
356866,1⁄4,cup    flour,NA
356866,1,tablespoon    flour,NA
356866,1 -2,tablespoon    chocolate chips,NA
131666,1⁄2,"cup    butter, softened",NA
131666,1⁄2,cup    shortening,NA
131666,1,"cup    brown sugar, packed",NA
131666,1⁄2,cup    sugar,NA
131666,1⁄2,teaspoon    baking soda,NA
131666,2,large    eggs,NA
131666,2,teaspoons    vanilla,NA
131666,2 1⁄2,cups    flour,NA
131666,8,ounces   coarsely chopped semisweet chocolate,NA
131666,1,"1   cup    pecans (filberts, optional, optional) (optional) or 1   cup    hazelnuts (filberts) (optional)",NA
20075,12,chocolate chip cookies (your cookie recipe),NA
20075,,Kraft caramels (or your recipe),NA
20075,,unsalted peanuts or   salted peanuts (whatever kind of nuts you like),NA
20075,,Hershey's semi-sweet chocolate chips or   Hershey chocolate candy bar,NA
443705,2⁄3,cup    butter,NA
443705,1,cup    white sugar,NA
443705,1,cup    brown sugar,NA
443705,2,eggs,NA
443705,2,teaspoons    vanilla,NA
443705,3,"cups    flour, all purpose",NA
443705,1,teaspoon    baking powder,NA
443705,2,cups    milk chocolate chips,NA
292421,2 1⁄4,cups    all-purpose flour,NA
292421,1,teaspoon    baking soda,NA
292421,1,teaspoon    salt,NA
292421,3⁄4,cup    granulated sugar,NA
292421,3⁄4,cup    brown sugar,NA
292421,1,"cup    unsalted butter, melted and slightly cooled",NA
292421,2,"large    egg yolks, beaten",NA
292421,1,teaspoon    vanilla extract,NA
292421,2,cups    chocolate chips (one 12-oz bag),NA
82526,2 1⁄4,cups    flour,NA
82526,1,teaspoon    baking soda,NA
82526,1,teaspoon    salt,NA
82526,1,"cup    butter, softened",NA
82526,3⁄4,cup    granulated sugar,NA
82526,3⁄4,cup   packed brown sugar,NA
82526,1,teaspoon    vanilla,NA
82526,2,eggs,NA
82526,2,cups    semi-sweet chocolate chips (12 oz.),NA
82526,1,cup   chopped nuts (optional),NA
387958,1,cup    butter (brought to room temperature),NA
387958,2,large    eggs (brought to room temperature),NA
387958,1,"teaspoon    pure vanilla extract (I like Mexican Vanilla, more of a pure taste)",NA
387958,1⁄3,cup    granulated sugar,NA
387958,1⁄3,cup    brown sugar (light or dark),NA
387958,1,teaspoon    salt,NA
387958,1,teaspoon    baking soda,NA
387958,2 1⁄4,cups    all-purpose flour,NA
387958,2,cups    chocolate chips (normally 1- 16 oz. bag),NA
230112,2 1⁄4,cups    all-purpose flour (10 oz.),NA
230112,1,teaspoon    baking soda,NA
230112,1⁄4,teaspoon    salt,NA
230112,1,cup   packed brown sugar,NA
230112,3⁄4,cup    sugar,NA
230112,1⁄2,"cup    butter, softened",NA
230112,1,teaspoon    vanilla,NA
230112,2,large    egg whites,NA
230112,3⁄4,cup    semi-sweet chocolate chips,NA
12026,1⁄2,cup    shortening,NA
12026,1⁄4,cup    white sugar,NA
12026,1⁄2,cup    brown sugar,NA
12026,1⁄8,teaspoon    salt,NA
12026,1⁄2,teaspoon    vanilla,NA
12026,1⁄2,teaspoon    baking soda,NA
12026,1 1⁄4,cups    flour,NA
12026,12,ounces    chocolate chips,NA
12026,1⁄2,cup    nuts (can be left out),NA
12026,1,"egg, well beaten",NA
356504,1⁄4,cup    shortening,NA
356504,3⁄4,cup    butter,NA
356504,1,"cup    dark brown sugar, packed",NA
356504,1⁄2,cup    granulated sugar,NA
356504,1⁄2,teaspoon    baking soda,NA
356504,1⁄4,teaspoon    salt,NA
356504,2,large    eggs,NA
356504,1 1⁄2,teaspoons    vanilla,NA
356504,2 1⁄2,cups    all-purpose flour,NA
356504,1 1⁄2,cups    semi-sweet chocolate chips,NA
356504,1,"cup    pecans, chopped",NA
444149,1,cup   softened margarine,NA
444149,1 1⁄2,cups    brown sugar,NA
444149,2,eggs,NA
444149,1,teaspoon    vanilla,NA
444149,2 1⁄4,cups    flour,NA
444149,1⁄4,cup    cornstarch,NA
444149,3⁄4,teaspoon    salt,NA
444149,1,teaspoon    baking soda,NA
444149,2,cups    semi-sweet chocolate chips,NA
288251,2,cups    all-purpose flour,NA
288251,3⁄4,teaspoon    sea salt,NA
288251,3⁄4,teaspoon    baking powder,NA
288251,1,egg,NA
288251,1⁄2,teaspoon   white stevia powder,NA
288251,1,teaspoon    vanilla,NA
288251,1,"cup    salted butter, softened",NA
288251,1 1⁄4,cups    chocolate chips,NA
271359,1 1⁄4,cups   firmly packed light brown sugar,NA
271359,3⁄4,cup   crisco butter shortening (or 3/4 stick crisco butter shortening sticks),NA
271359,2,tablespoons    milk,NA
271359,1,tablespoon    vanilla,NA
271359,1,large    egg,NA
271359,1 3⁄4,cups    all-purpose flour,NA
271359,1,teaspoon    salt,NA
271359,3⁄4,teaspoon    baking soda,NA
271359,1,cup    semi-sweet chocolate chips,NA
271359,1,cup    pecan pieces (optional),NA
321115,2 1⁄2,cups    all-purpose flour,NA
321115,1,"cup    light brown sugar, packed",NA
321115,1,"cup    butter, softened",NA
321115,1⁄2,cup    granulated sugar,NA
321115,2,eggs,NA
321115,2,teaspoons    vanilla extract,NA
321115,1,teaspoon    baking soda,NA
321115,1,teaspoon    salt,NA
321115,2,cups    semi-sweet chocolate chips,NA
321115,1,"cup    walnuts, chopped  (optional)",NA
378778,2⁄3,cup    shortening,NA
378778,2⁄3,"cup    butter or 2/3  cup    margarine, softened",NA
378778,1,cup    granulated sugar,NA
378778,1,cup    brown sugar (packed),NA
378778,2,eggs,NA
378778,2,teaspoons    vanilla,NA
378778,3,cups    all-purpose flour,NA
378778,1,teaspoon    baking soda,NA
378778,1,teaspoon    salt,NA
378778,1,cup   chopped nuts (walnuts or pecans recommended),NA
378778,1,(12   ounce) package   semi-sweet chocolate chips,NA
318314,2 1⁄4 - 2 3⁄4,cups    flour,NA
318314,1,teaspoon    baking soda,NA
318314,1,"cup    butter or 1   cup    margarine, softened",NA
318314,1⁄4,cup    granulated sugar,NA
318314,3⁄4,cup    brown sugar,NA
318314,1,teaspoon    vanilla,NA
318314,3 1⁄2,ounces    instant vanilla pudding,NA
318314,2,eggs,NA
318314,12,ounces    semi-sweet chocolate chips,NA
451084,2,cups    spelt flour,NA
451084,3⁄4,cup    rolled oats,NA
451084,1⁄2,cup   chopped walnuts,NA
451084,1,cup   grain sweetened chocolate chips,NA
451084,1⁄2,teaspoon    sea salt,NA
451084,3⁄4,teaspoon    baking soda,NA
451084,1⁄8,teaspoon    cinnamon,NA
451084,1,pinch    ground cardamom,NA
451084,2⁄3,cup    agave nectar,NA
451084,2⁄3,cup    grapeseed oil,NA
451084,2,tablespoons    water or 2   tablespoons    almond milk,NA
451084,1,teaspoon    vanilla extract,NA
233587,1,"(15   ounce) can   white beans (great northern, navy, butter or cannellini beans)",NA
233587,2,cups   flaked whole grain cereal (such as Wheaties or Total),NA
233587,1⁄4,cup    white flour,NA
233587,1⁄4,cup    whole wheat flour,NA
233587,1⁄4,cup    wheat germ,NA
233587,1⁄2,teaspoon    baking soda,NA
233587,1⁄2,teaspoon    salt,NA
233587,1,teaspoon    cinnamon,NA
233587,1,large    egg,NA
233587,1⁄2,cup    brown sugar,NA
233587,1⁄4,cup    canola oil,NA
233587,2,teaspoons    pure vanilla extract,NA
233587,3⁄4,cup    low-fat ricotta cheese,NA
233587,,"cinnamon sugar, for dusting",NA
314533,2,cups   minus 2 tablespoons cake flour (8 1/2 ounces by weight),NA
314533,1 2⁄3,cups    bread flour (8 1/2 ounces by weight),NA
314533,1 1⁄4,teaspoons    baking soda,NA
314533,1 1⁄2,teaspoons    baking powder,NA
314533,1 1⁄2,teaspoons    coarse salt,NA
314533,1 1⁄4,cups    unsalted butter,NA
314533,1 1⁄4,cups    light brown sugar (10 ounces by weight),NA
314533,1,"cup    granulated sugar, plus",NA
314533,2,tablespoons    granulated sugar (8 ounces by weight),NA
314533,2,large    eggs,NA
314533,2,teaspoons    vanilla extract,NA
314533,1 1⁄4,"lbs    bittersweet chocolate (disks or feves, at least 60 percent cacao content ( see note)",NA
314533,,sea salt,NA
142430,1⁄2,cup   packed brown sugar,NA
142430,1⁄2,cup    granulated sugar,NA
142430,1⁄2,"cup    margarine, room temperature",NA
142430,1,teaspoon    vanilla extract,NA
142430,1,"large    egg, room temperature",NA
142430,1 1⁄2,"cups    all-purpose flour, wholewheat flour works just as well",NA
142430,1⁄2,teaspoon    baking powder,NA
142430,1⁄2,teaspoon    baking soda,NA
142430,1⁄8,teaspoon    salt,NA
142430,1⁄2,"cup    chocolate chips, freeze first to harden and retain their shape during baking",NA
142430,1⁄2,"cup    pecans, chopped and lightly toasted",NA
54615,2⁄3,cup    shortening,NA
54615,2⁄3,"cup    butter, softened",NA
54615,1,cup    sugar,NA
54615,1,cup   firmly packed brown sugar,NA
54615,2,large    eggs,NA
54615,2,teaspoons    vanilla,NA
54615,1,teaspoon    baking soda,NA
54615,1,teaspoon    salt,NA
54615,1,(12   ounce) package   chocolate chips,NA
54615,3,cups    flour (if using self rising OMIT soda & salt),NA
98612,1,(18 1/2  ounce) package   Duncan Hines yellow cake mix (This does make a difference),NA
98612,1⁄4,"cup    light brown sugar, packed",NA
98612,1,cup    semi-sweet chocolate bit,NA
98612,1⁄2,cup   chopped walnuts or 1/2  cup    pecans,NA
98612,3⁄4,cup    oil,NA
98612,1,egg,NA
271179,1,cup    brown sugar,NA
271179,3⁄4,cup    light margarine,NA
271179,2,egg whites,NA
271179,2,teaspoons    vanilla extract,NA
271179,1,"(15   ounce) can   chickpeas, drained and rinsed",NA
271179,2,cups    chocolate chips,NA
271179,2,cups    flour,NA
271179,1⁄2,cup    old fashioned oats,NA
271179,1,teaspoon    baking soda,NA
271179,1⁄4,teaspoon    salt,NA
91153,1 3⁄4,cups    all-purpose flour,NA
91153,1⁄2,teaspoon    baking soda,NA
91153,1⁄4,teaspoon    salt,NA
91153,1,"cup    margarine or 1   cup    butter, softened",NA
91153,1,cup    sugar,NA
91153,2,eggs,NA
91153,1,teaspoon    vanilla,NA
91153,5,"cups    corn flakes, crushed to equal 2 1/2 cups,divided",NA
91153,1,cup    semi-sweet chocolate chips,NA
35389,2 1⁄4,cups    all-purpose flour,NA
35389,1,tablespoon    ground cinnamon,NA
35389,1,teaspoon    baking soda,NA
35389,1⁄2,teaspoon    salt,NA
35389,1 1⁄2,cups   packed golden brown sugar,NA
35389,1⁄2,"lb    unsalted butter, room temperature",NA
35389,1,large    egg,NA
35389,4,teaspoons    instant espresso powder,NA
35389,2,teaspoons    vanilla extract,NA
35389,1,(6   ounce) package   semi-sweet chocolate chips (about 1 cup),NA
35389,1,(6   ounce) package   milk chocolate chips (about 1 cup),NA
35389,1,"cup    walnuts, toasted, chopped",NA
349399,3⁄4,cup    all-purpose flour,NA
349399,1⁄4,cup    wheat germ,NA
349399,1⁄2,cup    flax seed meal,NA
349399,1⁄2,teaspoon    baking powder,NA
349399,1⁄2,teaspoon    baking soda,NA
349399,1⁄2,teaspoon    salt,NA
349399,1⁄2,cup    butter,NA
349399,1⁄2,cup    granulated sugar,NA
349399,1⁄3,cup    brown sugar,NA
349399,1,egg,NA
349399,2,tablespoons    milk,NA
349399,1⁄2,teaspoon    vanilla,NA
349399,1,cup    quick-cooking oats,NA
349399,1⁄2,cup    dried cranberries,NA
349399,1,cup    chocolate chips,NA
349399,1⁄4,cup   chopped pecans,NA
431547,1 3⁄4,cups    flour,NA
431547,1⁄2,cup    old fashioned oats,NA
431547,1,teaspoon    baking soda,NA
431547,1,teaspoon    salt,NA
431547,1,"cup    unsalted butter, room temperature",NA
431547,1,cup   firmly packed brown sugar,NA
431547,1⁄2,cup    granulated sugar,NA
431547,1,teaspoon    vanilla extract,NA
431547,2,eggs,NA
431547,1 1⁄2,cups    semi-sweet chocolate chips,NA
431547,1 1⁄2,cups    toffee pieces,NA
431547,3⁄4,cup   chopped walnuts or 3/4  cup    pecans,NA
142101,1,"cup    margarine, softened",NA
142101,2,cups   packed brown sugar,NA
142101,3,large    eggs,NA
142101,1,teaspoon    vanilla,NA
142101,3 1⁄4,cups    flour,NA
142101,2,teaspoons    baking soda,NA
142101,1,teaspoon    salt,NA
142101,1⁄2,cup    nonfat milk,NA
142101,2,cups    chocolate chips,NA
268248,3⁄4,cup    raw sugar,NA
268248,3⁄4,cup    brown sugar,NA
268248,1,cup    vegan butter (Smart Balance),NA
268248,1,teaspoon    vanilla,NA
268248,1⁄3,cup    applesauce (enough to equal 1 egg),NA
268248,2 1⁄4,cups    flour,NA
268248,1,teaspoon    baking soda,NA
268248,1,teaspoon    salt,NA
268248,1,(12   ounce) bag   semisweet vegan chocolate chips,NA
92869,4 1⁄2,cups    all-purpose flour,NA
92869,2,teaspoons    baking soda,NA
92869,2,teaspoons    salt,NA
92869,1,teaspoon    cinnamon,NA
92869,1,pinch    allspice,NA
92869,1,pinch    nutmeg or 1   pinch    mace,NA
92869,1 1⁄2,"cups    butter, softened  (no margarine)",NA
92869,1⁄2,cup    Crisco,NA
92869,1,"cup    dark brown sugar, firmly packed",NA
92869,1⁄2,cup    white sugar,NA
92869,4,eggs,NA
92869,2,teaspoons    vanilla,NA
92869,4,cups    chocolate chips,NA
92869,1,cup   chopped walnuts,NA
52592,1⁄2,cup    canola oil,NA
52592,1⁄2,cup    margarine,NA
52592,1,cup    brown sugar,NA
52592,1,cup    white sugar,NA
52592,2,large    eggs,NA
52592,1,teaspoon    vanilla extract,NA
52592,2,cups    all-purpose flour,NA
52592,1,teaspoon    baking soda,NA
52592,1,teaspoon    baking powder,NA
52592,1⁄2,teaspoon    salt,NA
52592,1 1⁄2,cups    corn flakes cereal,NA
52592,1,cup    rolled oats,NA
52592,1,cup    semi-sweet chocolate chips,NA
52592,1⁄2,cup   chopped walnuts,NA
386439,1,"cup    butter, softened",NA
386439,1 1⁄2,cups    white sugar,NA
386439,1⁄2,cup    brown sugar,NA
386439,2,eggs,NA
386439,2,teaspoons    vanilla,NA
386439,2,cups    self-rising flour,NA
386439,3,cups    rolled oats (1 minute type),NA
386439,1,(6   ounce) package   chocolate chips,NA
386439,1,"cup    pecans, chopped",NA
386439,1⁄2,"cup    coconut, shredded",NA
335919,1,"cup    butter, softened",NA
335919,1,cup    sugar,NA
335919,1,"cup    brown sugar, lightly packed",NA
335919,2,teaspoons    baking soda,NA
335919,1,teaspoon    salt,NA
335919,2,teaspoons    vanilla,NA
335919,2,eggs,NA
335919,2 1⁄2,cups    flour (not necessary to sift),NA
335919,2,"cups    corn flakes, crushed  (measure after crushing)",NA
335919,1 -2,cup    chocolate chips (we like to use the mini's as they mix more evenly),NA
124949,1 1⁄2,cups    graham cracker crumbs,NA
124949,1⁄2,cup    flour,NA
124949,2,teaspoons    baking powder,NA
124949,1,(14   ounce) can   sweetened condensed milk,NA
124949,1⁄2,cup    margarine,NA
124949,1 1⁄3,cups    coconut,NA
124949,2,cups    chocolate chips,NA
124949,,loosely chopped pecans,NA
240828,2 -3,dozen    Hershey chocolate kisses,NA
240828,1,"cup    butter, softened",NA
240828,1⁄3,cup    sugar,NA
240828,1⁄3,"cup    brown sugar, packed",NA
240828,1,teaspoon    vanilla,NA
240828,2,cups    flour,NA
240828,1,cup    chocolate chips,NA
154763,48,Hershey chocolate kisses,NA
154763,1,"cup    butter or 1   cup    margarine, softened",NA
154763,1⁄3,cup    granulated sugar,NA
154763,1⁄3,cup   packed light brown sugar,NA
154763,1,teaspoon    vanilla extract,NA
154763,2,cups    all-purpose flour,NA
154763,1,cup    semisweet mini chocolate chips,NA
154763,1⁄4,cup    semisweet mini chocolate chips,NA
154763,1,teaspoon    shortening,NA
194537,10,ounces   ghirardelli bittersweet baking chocolate (We used 60% Cacao Bittersweet Chocolate Baking Bar),NA
194537,11 1⁄2,ounces    milk chocolate chips,NA
194537,1⁄2,"lb    unsalted butter or 1/2  lb    unsalted margarine, softened",NA
194537,1,"cup    brown sugar, packed",NA
194537,1⁄2,cup    sugar,NA
194537,4,"large    eggs, room temperature",NA
194537,1,teaspoon    vanilla,NA
194537,2 1⁄4,cups    unsifted flour,NA
194537,1⁄2,teaspoon    baking soda,NA
194537,1,teaspoon    baking powder,NA
194537,1⁄2,teaspoon    salt,NA
194537,1,teaspoon    espresso powder (optional),NA
194537,1,"cup    macadamia nuts or 1   cup    pecans, coarsely chopped",NA
177966,3,cups    flour,NA
177966,1 1⁄2,teaspoons    baking soda,NA
177966,1 1⁄2,teaspoons    salt,NA
177966,1,"cup   melted butter, cooled slightly  (no subs!)",NA
177966,2,cups   firmly packed light brown sugar,NA
177966,3⁄4,cup    white sugar,NA
177966,2,large    eggs,NA
177966,1,egg yolk,NA
177966,3,teaspoons    maple extract (can use a teaspoon less),NA
177966,2,cups    chocolate chips,NA
177966,3⁄4,cup   chopped pecans,NA
352781,1⁄2,"cup    butter, softened",NA
352781,1⁄2,"cup    brown sugar, packed",NA
352781,1⁄2,cup    white sugar,NA
352781,2,eggs,NA
352781,1⁄2,teaspoon    vanilla extract,NA
352781,1 3⁄4,cups    all-purpose flour,NA
352781,1⁄4,cup    unsweetened cocoa powder,NA
352781,1,teaspoon    baking soda,NA
352781,1⁄4,teaspoon    salt,NA
352781,2,cups    semi-sweet chocolate chips,NA
352781,2,cups    miniature marshmallows,NA
259940,1,cup    flour,NA
259940,1⁄2,cup    cornstarch,NA
259940,1⁄2,cup    confectioners' sugar,NA
259940,3⁄4,"cup    butter (1-1/2 sticks,cut into cubes caution this amount will not change if you change the serving size)",NA
259940,1,teaspoon    pure vanilla extract,NA
259940,1,cup    miniature chocolate chip,NA
259940,1,cup    confectioners' sugar (for coating),NA
252336,4,"egg whites, warmed to room temperature in the shell  (Just put the eggs in a bowl of lukewarm water while you are prepping other ingredients)",NA
252336,1⁄4,teaspoon    salt,NA
252336,1⁄4,teaspoon    cream of tartar,NA
252336,1⁄4,teaspoon    vanilla extract,NA
252336,1,cup    sugar,NA
252336,1,teaspoon    cocoa powder,NA
252336,12,ounces    semi-sweet chocolate chips,NA
72208,150,g    margarine or 150   g    butter,NA
72208,1⁄2,cup    brown sugar,NA
72208,1⁄2,cup    white sugar,NA
72208,1,egg,NA
72208,1,teaspoon    vanilla,NA
72208,1 1⁄2,teaspoons    peppermint extract (adjust according to personal preference),NA
72208,1 1⁄2,cups    flour,NA
72208,1⁄4,cup    cocoa,NA
72208,1,teaspoon    baking soda,NA
72208,1⁄4,teaspoon    salt,NA
72208,1,cup    chocolate chips,NA
72314,1,cup    margarine (can use reduced fat margarine or substitute 1/2 cup applesauce or 1/2 cup fruit based butter replace),NA
72314,3⁄4,cup    brown sugar,NA
72314,3⁄4,cup    white sugar (can substitute with Splenda),NA
72314,2,eggs (can use egg substitute),NA
72314,1 1⁄2,teaspoons    vanilla,NA
72314,1,teaspoon    almond extract (optional),NA
72314,1,"teaspoon    baking soda, in",NA
72314,1,tablespoon    hot water,NA
72314,1,packet    instant chocolate pudding mix (can use sugar free),NA
72314,1 1⁄4,cups    quick oats,NA
72314,1,cup    flour,NA
72314,1,cup    chocolate chips,NA
72314,1⁄4,cup    instant coffee granules,NA
72314,1,cup    miniature marshmallow,NA
392453,1,cup    shortening,NA
392453,1 1⁄2,cups    sugar,NA
392453,1⁄2,cup    molasses,NA
392453,2,eggs,NA
392453,3,cups    all-purpose flour,NA
392453,1 1⁄2,teaspoons    baking soda,NA
392453,1,teaspoon    salt,NA
392453,2,cups    semi-sweet chocolate chips,NA
147583,3 3⁄4,cups    frosted mini-wheats cereal,NA
147583,2,cups    milk chocolate chips (divided),NA
147583,1,cup    butter or 1   cup    margarine,NA
147583,1,cup    sugar,NA
147583,1,cup    brown sugar (firmly packed),NA
147583,2,eggs,NA
147583,2,teaspoons    pure vanilla extract,NA
147583,2,cups    all-purpose flour,NA
147583,1,teaspoon    baking powder,NA
147583,1,teaspoon    baking soda,NA
147583,1⁄2,teaspoon    salt,NA
294874,1,cup    butter,NA
294874,1,cup    brown sugar,NA
294874,1,teaspoon    vanilla,NA
294874,2,cups    flour,NA
294874,1,teaspoon    baking powder,NA
294874,4,"ounces   hershey milk chocolate candy bars, melted",NA
294874,1,cup    sugar,NA
294874,2,eggs,NA
294874,2 1⁄2,cups    Quaker Oats (powdered in blender),NA
294874,1⁄2,teaspoon    salt,NA
294874,12,ounces    chocolate chips,NA
294874,1 1⁄2,cups   chopped nuts,NA
212253,1⁄2,"cup    butter, softened",NA
212253,1⁄2,"cup    light brown sugar, firmly packed",NA
212253,1,egg,NA
212253,1,tablespoon    milk,NA
212253,1,teaspoon    vanilla,NA
212253,1,cup    rolled oats (quick-cook or old-fashioned),NA
212253,1,cup    all-purpose flour,NA
212253,1,tablespoon    unsweetened cocoa powder,NA
212253,1⁄2,teaspoon    baking powder,NA
212253,12,ounces    semi-sweet chocolate chips,NA
224899,2,cups    all-purpose flour,NA
224899,1,teaspoon    baking powder,NA
224899,1⁄2,teaspoon    baking soda,NA
224899,1⁄2,teaspoon    salt,NA
224899,1⁄2,"cup    butter, softened",NA
224899,1⁄2,cup    butter flavor shortening,NA
224899,2⁄3,cup    sugar,NA
224899,2⁄3,"cup    brown sugar, firmly packed",NA
224899,2,large    eggs,NA
224899,2,teaspoons    vanilla,NA
224899,3,cups    oats,NA
224899,2,cups    semi-sweet chocolate chips,NA
329491,1⁄2,cup    unsalted butter,NA
329491,1⁄2,cup    vegetable shortening,NA
329491,1,cup    brown sugar,NA
329491,1⁄2,cup    granulated sugar,NA
329491,2,teaspoons    vanilla extract,NA
329491,3⁄4,teaspoon    salt,NA
329491,1,tablespoon    cider (or white vinegar),NA
329491,1,large    egg,NA
329491,1,teaspoon    baking soda,NA
329491,1 3⁄4,"cups    white whole wheat flour, King Arthur brand recommended",NA
329491,1,cup    quick-cooking rolled oats,NA
329491,3,"cups    semi-sweet chocolate chips (or a mixture of your favorite chips, nuts and dried fruit)",NA
386795,2,cups    whole wheat flour,NA
386795,1⁄2,cup    sugar (I use Florida Crystals evaporated cane juice instead),NA
386795,1 1⁄2,teaspoons    baking powder,NA
386795,1⁄2,teaspoon    baking soda,NA
386795,1 1⁄2,"cups    soymilk (vanilla, plain, or chocolate, you can also use almond milk)",NA
386795,1⁄4,cup    canola oil (or other preferred oil),NA
386795,2,teaspoons    vanilla,NA
386795,1 1⁄2,cups    old fashioned oats (more or less if desired),NA
386795,1⁄2 - 1,"cup    semisweet vegan chocolate chips (I like tropical source, enjoy life, or trader joe brands)",NA
4007,2,cups    butter,NA
4007,4,cups    flour,NA
4007,2,teaspoons    baking soda,NA
4007,2,cups    sugar,NA
4007,5,"cups    oatmeal, Measure oatmeal and blend In a blender to a fine powder",NA
4007,24,ounces    chocolate chips,NA
4007,2,cups    brown sugar,NA
4007,1,teaspoon    salt,NA
4007,4,eggs,NA
4007,2,teaspoons    baking powder,NA
4007,3,"cups    nuts, Chopped  (your choice)",NA
4007,2,teaspoons    vanilla,NA
189245,1,cup    old fashioned oats,NA
189245,1⁄2,cup    all-purpose flour,NA
189245,1⁄2,teaspoon    baking soda,NA
189245,1⁄4,teaspoon    salt,NA
189245,1⁄2,cup   packed brown sugar,NA
189245,3⁄8,"cup    unsalted butter, melted and cooled",NA
189245,1,large    egg,NA
189245,1⁄2,teaspoon    vanilla,NA
189245,3⁄4,teaspoon   finely grated fresh orange zest,NA
189245,1⁄2,cup    semi-sweet chocolate chips (not more than 60% cacao) or 1/2  cup   chopped bittersweet chocolate (not more than 60% cacao),NA
96523,1,cup    flour,NA
96523,1⁄2,cup    white sugar,NA
96523,1⁄2,cup    brown sugar,NA
96523,1,cup    peanut butter,NA
96523,2,cups    chocolate chips,NA
96523,1,egg,NA
96523,,"granulated sugar, for rolling",NA
350790,1,cup   softened butter or 1   cup    margarine,NA
350790,1,cup    white sugar,NA
350790,1,cup    light brown sugar,NA
350790,2,eggs,NA
350790,1,egg yolk,NA
350790,2,teaspoons    vanilla extract,NA
350790,2,cups    creamy peanut butter or 2   cups    chunky peanut butter,NA
350790,2,cups    flour,NA
350790,1,teaspoon    baking soda,NA
350790,1⁄2,teaspoon    salt,NA
350790,1,"1   cup    peanuts (whatever mix-ins you like really) or 1   cup    butterscotch chips, etc.  (whatever mix-ins you like really)",NA
89096,2 1⁄2,cups    flour,NA
89096,1 1⁄2,teaspoons    baking soda,NA
89096,1,"cup    butter or 1   cup    margarine, softened",NA
89096,1,cup    peanut butter,NA
89096,1,cup    sugar,NA
89096,1,cup   packed brown sugar,NA
89096,1,teaspoon    vanilla,NA
89096,2,eggs,NA
89096,2,cups   nestles semi-sweet chocolate chips (12 oz. package),NA
89096,1,cup    quick oats,NA
364466,3⁄4,cup    chocolate chips,NA
364466,1⁄2,"cup    butter, softened",NA
364466,1⁄2,cup    granulated sugar (minus about 2-3 tablespoons or so),NA
364466,1⁄2,cup   loosely packed brown sugar (you can use a little less even),NA
364466,1,egg,NA
364466,1,teaspoon    vanilla,NA
364466,1,cup    all-purpose flour,NA
364466,1,cup    quick-cooking oats,NA
364466,1⁄2,teaspoon    baking soda,NA
364466,1⁄2,cup   chopped pecans,NA
342602,1⁄2,"cup    unsalted butter, softened",NA
342602,1⁄2,"cup    shortening, at room temp",NA
342602,3⁄4,cup    white sugar,NA
342602,3⁄4,cup    light brown sugar,NA
342602,2,large    eggs,NA
342602,1⁄2,teaspoon    vanilla,NA
342602,1,teaspoon    almond extract,NA
342602,1,teaspoon    baking soda,NA
342602,3⁄4,teaspoon    salt,NA
342602,2 1⁄2,cups    flour,NA
342602,1 1⁄2,cups    semi-sweet chocolate chips,NA
342602,1,"cup   crushed candy cane, measure after crushing",NA
68346,2 1⁄4,cups    all-purpose flour,NA
68346,1,teaspoon    baking soda,NA
68346,1,"cup    butter, softened",NA
68346,1⁄4,cup    granulated sugar,NA
68346,1,(3 1/2  ounce) package  jell-o French vanilla instant pudding,NA
68346,2,large    eggs,NA
68346,1,teaspoon    vanilla extract,NA
68346,1,(12   ounce) package   chocolate chips,NA
125949,1⁄2,cup    oil,NA
125949,1 1⁄2,cups    sugar,NA
125949,1,egg,NA
125949,1,cup    pumpkin puree,NA
125949,3,cups    flour,NA
125949,1,teaspoon    baking soda,NA
125949,1,teaspoon    baking powder,NA
125949,1⁄2,teaspoon    salt,NA
125949,1⁄2,teaspoon    nutmeg,NA
125949,1,teaspoon    cinnamon,NA
125949,1⁄2,teaspoon    allspice,NA
125949,1,cup    mini chocolate chip (or chips of your choice),NA
118734,1 2⁄3,cups    all-purpose white flour,NA
118734,1 1⁄2,teaspoons    baking powder,NA
118734,1⁄4,teaspoon    salt,NA
118734,1⁄2,"cup    butter, softened",NA
118734,1⁄4,cup    corn oil,NA
